State,State Code,Year,Month,Month Code,Births
Montana,30,2013,November,11,991
Montana,30,2013,December,12,1039
Montana,30,2014,January,1,992
Montana,30,2014,February,2,907
Montana,30,2014,March,3,962
Montana,30,2014,April,4,1075
Montana,30,2014,May,5,1093
Montana,30,2014,June,6,997
Montana,30,2014,July,7,1135
Montana,30,2014,August,8,1116
Montana,30,2014,September,9,1053
Montana,30,2014,October,10,1032
Montana,30,2014,November,11,996
Montana,30,2014,December,12,1074
Montana,30,2015,January,1,1000
Montana,30,2015,February,2,911
Montana,30,2015,March,3,1069
Montana,30,2015,April,4,1035
Montana,30,2015,May,5,1054
Montana,30,2015,June,6,1104
Montana,30,2015,July,7,1134
Montana,30,2015,August,8,1084
Montana,30,2015,September,9,1074
Montana,30,2015,October,10,1065
Montana,30,2015,November,11,979
Montana,30,2015,December,12,1074
Montana,30,2016,January,1,916
Montana,30,2016,February,2,969
Montana,30,2016,March,3,1025
Montana,30,2016,April,4,1007
Montana,30,2016,May,5,1103
Montana,30,2016,June,6,1088
Montana,30,2016,July,7,1101
Montana,30,2016,August,8,1126
Montana,30,2016,September,9,1075
Montana,30,2016,October,10,974
Montana,30,2016,November,11,963
Montana,30,2016,December,12,935
Montana,30,2017,January,1,967
Montana,30,2017,February,2,852
Montana,30,2017,March,3,1035
Montana,30,2017,April,4,956
Montana,30,2017,May,5,1082
Montana,30,2017,June,6,1053
Montana,30,2017,July,7,1015
Montana,30,2017,August,8,1040
Montana,30,2017,September,9,977
Montana,30,2017,October,10,959
Montana,30,2017,November,11,903
Montana,30,2017,December,12,960
Montana,30,2018,January,1,971
Montana,30,2018,February,2,910
Montana,30,2018,March,3,1004
Montana,30,2018,April,4,934
Montana,30,2018,May,5,991
Montana,30,2018,June,6,1001
Montana,30,2018,July,7,1011
Montana,30,2018,August,8,1064
Montana,30,2018,September,9,915
Montana,30,2018,October,10,907
Montana,30,2018,November,11,886
Montana,30,2018,December,12,919
Montana,30,2019,January,1,882
Montana,30,2019,February,2,858
Montana,30,2019,March,3,939
Montana,30,2019,April,4,911
Montana,30,2019,May,5,997
Montana,30,2019,June,6,959
Montana,30,2019,July,7,1010
Montana,30,2019,August,8,979
Montana,30,2019,September,9,937
Montana,30,2019,October,10,902
Montana,30,2019,November,11,836
Montana,30,2019,December,12,869
Montana,30,2020,January,1,865
Montana,30,2020,February,2,882
Montana,30,2020,March,3,930
Montana,30,2020,April,4,915
Montana,30,2020,May,5,940
Montana,30,2020,June,6,967
Montana,30,2020,July,7,959
Montana,30,2020,August,8,928
Montana,30,2020,September,9,860
Montana,30,2020,October,10,863
Montana,30,2020,November,11,826
Montana,30,2020,December,12,856
Nebraska,31,2010,January,1,1970
Nebraska,31,2010,February,2,1966
Nebraska,31,2010,March,3,2254
Nebraska,31,2010,April,4,2109
Nebraska,31,2010,May,5,2237
Nebraska,31,2010,June,6,2169
Nebraska,31,2010,July,7,2331
Nebraska,31,2010,August,8,2278
Nebraska,31,2010,September,9,2265
Nebraska,31,2010,October,10,2141
Nebraska,31,2010,November,11,2042
Nebraska,31,2010,December,12,2156
Nebraska,31,2011,January,1,1962
Nebraska,31,2011,February,2,1914
Nebraska,31,2011,March,3,2214
Nebraska,31,2011,April,4,2102
Nebraska,31,2011,May,5,2084
Nebraska,31,2011,June,6,2237
Nebraska,31,2011,July,7,2188
Nebraska,31,2011,August,8,2375
Nebraska,31,2011,September,9,2339
Nebraska,31,2011,October,10,2059
Nebraska,31,2011,November,11,2027
Nebraska,31,2011,December,12,2219
Nebraska,31,2012,January,1,2025
Nebraska,31,2012,February,2,1988
Nebraska,31,2012,March,3,2133
Nebraska,31,2012,April,4,2051
Nebraska,31,2012,May,5,2167
Nebraska,31,2012,June,6,2210
Nebraska,31,2012,July,7,2261
Nebraska,31,2012,August,8,2351
Nebraska,31,2012,September,9,2198
Nebraska,31,2012,October,10,2285
Nebraska,31,2012,November,11,2093
Nebraska,31,2012,December,12,2180
Nebraska,31,2013,January,1,2111
Nebraska,31,2013,February,2,1920
Nebraska,31,2013,March,3,2109
Nebraska,31,2013,April,4,2051
Nebraska,31,2013,May,5,2262
Nebraska,31,2013,June,6,2218
Nebraska,31,2013,July,7,2380
Nebraska,31,2013,August,8,2277
Nebraska,31,2013,September,9,2297
Nebraska,31,2013,October,10,2152
Nebraska,31,2013,November,11,2168
Nebraska,31,2013,December,12,2150
Nebraska,31,2014,January,1,2076
Nebraska,31,2014,February,2,1965
Nebraska,31,2014,March,3,2205
Nebraska,31,2014,April,4,2235
Nebraska,31,2014,May,5,2346
Nebraska,31,2014,June,6,2219
Nebraska,31,2014,July,7,2382
Nebraska,31,2014,August,8,2413
Nebraska,31,2014,September,9,2302
Nebraska,31,2014,October,10,2397
Nebraska,31,2014,November,11,2086
Nebraska,31,2014,December,12,2168
Nebraska,31,2015,January,1,2158
Nebraska,31,2015,February,2,1988
Nebraska,31,2015,March,3,2247
Nebraska,31,2015,April,4,2217
Nebraska,31,2015,May,5,2271
Nebraska,31,2015,June,6,2240
Nebraska,31,2015,July,7,2385
Nebraska,31,2015,August,8,2378
Nebraska,31,2015,September,9,2286
Nebraska,31,2015,October,10,2212
Nebraska,31,2015,November,11,2054
Nebraska,31,2015,December,12,2243
Nebraska,31,2016,January,1,2069
Nebraska,31,2016,February,2,2021
Nebraska,31,2016,March,3,2249
Nebraska,31,2016,April,4,2223
Nebraska,31,2016,May,5,2268
Nebraska,31,2016,June,6,2176
Nebraska,31,2016,July,7,2309
Nebraska,31,2016,August,8,2367
Nebraska,31,2016,September,9,2366
Nebraska,31,2016,October,10,2242
Nebraska,31,2016,November,11,2169
Nebraska,31,2016,December,12,2130
Nebraska,31,2017,January,1,2047
Nebraska,31,2017,February,2,1892
Nebraska,31,2017,March,3,2133
Nebraska,31,2017,April,4,2097
Nebraska,31,2017,May,5,2210
Nebraska,31,2017,June,6,2323
Nebraska,31,2017,July,7,2178
Nebraska,31,2017,August,8,2343
Nebraska,31,2017,September,9,2172
Nebraska,31,2017,October,10,2242
Nebraska,31,2017,November,11,2052
Nebraska,31,2017,December,12,2132
Nebraska,31,2018,January,1,1960
Nebraska,31,2018,February,2,1979
Nebraska,31,2018,March,3,2140
Nebraska,31,2018,April,4,1966
Nebraska,31,2018,May,5,2247
Nebraska,31,2018,June,6,2197
Nebraska,31,2018,July,7,2289
Nebraska,31,2018,August,8,2277
Nebraska,31,2018,September,9,2059
Nebraska,31,2018,October,10,2191
Nebraska,31,2018,November,11,2065
Nebraska,31,2018,December,12,2118
Nebraska,31,2019,January,1,1952
Nebraska,31,2019,February,2,1862
Nebraska,31,2019,March,3,2049
Nebraska,31,2019,April,4,2083
Nebraska,31,2019,May,5,2173
Nebraska,31,2019,June,6,2033
Nebraska,31,2019,July,7,2183
Nebraska,31,2019,August,8,2200
Nebraska,31,2019,September,9,2150
Nebraska,31,2019,October,10,2133
Nebraska,31,2019,November,11,1968
Nebraska,31,2019,December,12,1969
Nebraska,31,2020,January,1,2050
Nebraska,31,2020,February,2,1824
Nebraska,31,2020,March,3,2162
Nebraska,31,2020,April,4,1992
Nebraska,31,2020,May,5,2039
Nebraska,31,2020,June,6,2024
Nebraska,31,2020,July,7,2143
Nebraska,31,2020,August,8,2129
Nebraska,31,2020,September,9,2041
Nebraska,31,2020,October,10,2093
Nebraska,31,2020,November,11,1857
Nebraska,31,2020,December,12,1937
Nevada,32,2010,January,1,2874
Nevada,32,2010,February,2,2727
Nevada,32,2010,March,3,2984
Nevada,32,2010,April,4,2903
Nevada,32,2010,May,5,3014
Nevada,32,2010,June,6,2979
Nevada,32,2010,July,7,3170
Nevada,32,2010,August,8,3134
Nevada,32,2010,September,9,3191
Nevada,32,2010,October,10,3012
Nevada,32,2010,November,11,2929
Nevada,32,2010,December,12,3017
Nevada,32,2011,January,1,2912
Nevada,32,2011,February,2,2643
Nevada,32,2011,March,3,3000
Nevada,32,2011,April,4,2902
Nevada,32,2011,May,5,2973
Nevada,32,2011,June,6,2964
Nevada,32,2011,July,7,2935
Nevada,32,2011,August,8,3188
Nevada,32,2011,September,9,3054
Nevada,32,2011,October,10,3001
Nevada,32,2011,November,11,2902
Nevada,32,2011,December,12,2822
Nevada,32,2012,January,1,2829
Nevada,32,2012,February,2,2633
Nevada,32,2012,March,3,2881
Nevada,32,2012,April,4,2724
Nevada,32,2012,May,5,2977
Nevada,32,2012,June,6,2757
Nevada,32,2012,July,7,3077
Nevada,32,2012,August,8,3256
Nevada,32,2012,September,9,3026
Nevada,32,2012,October,10,3015
Nevada,32,2012,November,11,2860
Nevada,32,2012,December,12,2876
Nevada,32,2013,January,1,2931
Nevada,32,2013,February,2,2556
Nevada,32,2013,March,3,2911
Nevada,32,2013,April,4,2773
Nevada,32,2013,May,5,2862
Nevada,32,2013,June,6,2942
Nevada,32,2013,July,7,3196
Nevada,32,2013,August,8,3156
Nevada,32,2013,September,9,3037
Nevada,32,2013,October,10,2944
Nevada,32,2013,November,11,2778
Nevada,32,2013,December,12,2944
Nevada,32,2014,January,1,2929
Nevada,32,2014,February,2,2675
Nevada,32,2014,March,3,2889
Nevada,32,2014,April,4,2813
Nevada,32,2014,May,5,3003
Nevada,32,2014,June,6,2861
Nevada,32,2014,July,7,3239
Nevada,32,2014,August,8,3178
Nevada,32,2014,September,9,3149
Nevada,32,2014,October,10,3064
Nevada,32,2014,November,11,2958
Nevada,32,2014,December,12,3103
Nevada,32,2015,January,1,3109
Nevada,32,2015,February,2,2599
Nevada,32,2015,March,3,3002
Nevada,32,2015,April,4,2864
Nevada,32,2015,May,5,2981
Nevada,32,2015,June,6,2984
Nevada,32,2015,July,7,3185
Nevada,32,2015,August,8,3304
Nevada,32,2015,September,9,3147
Nevada,32,2015,October,10,3117
Nevada,32,2015,November,11,2948
Nevada,32,2015,December,12,3058
Nevada,32,2016,January,1,2910
Nevada,32,2016,February,2,2824
Nevada,32,2016,March,3,2919
Nevada,32,2016,April,4,2873
Nevada,32,2016,May,5,2979
Nevada,32,2016,June,6,3078
Nevada,32,2016,July,7,3150
Nevada,32,2016,August,8,3295
Nevada,32,2016,September,9,3256
Nevada,32,2016,October,10,3052
Nevada,32,2016,November,11,2904
Nevada,32,2016,December,12,3020
Nevada,32,2017,January,1,2986
Nevada,32,2017,February,2,2668
Nevada,32,2017,March,3,2873
Nevada,32,2017,April,4,2768
Nevada,32,2017,May,5,3025
Nevada,32,2017,June,6,3058
Nevada,32,2017,July,7,3102
Nevada,32,2017,August,8,3148
Nevada,32,2017,September,9,3162
Nevada,32,2017,October,10,3085
Nevada,32,2017,November,11,2948
Nevada,32,2017,December,12,2933
Nevada,32,2018,January,1,2899
Nevada,32,2018,February,2,2666
Nevada,32,2018,March,3,2934
Nevada,32,2018,April,4,2766
Nevada,32,2018,May,5,2949
Nevada,32,2018,June,6,3005
Nevada,32,2018,July,7,3141
Nevada,32,2018,August,8,3309
Nevada,32,2018,September,9,2946
Nevada,32,2018,October,10,3090
Nevada,32,2018,November,11,2967
Nevada,32,2018,December,12,3010
Nevada,32,2019,January,1,2954
Nevada,32,2019,February,2,2601
Nevada,32,2019,March,3,2813
Nevada,32,2019,April,4,2691
Nevada,32,2019,May,5,2841
Nevada,32,2019,June,6,2898
Nevada,32,2019,July,7,3113
Nevada,32,2019,August,8,3302
Nevada,32,2019,September,9,3105
Nevada,32,2019,October,10,3038
Nevada,32,2019,November,11,2740
Nevada,32,2019,December,12,2976
Nevada,32,2020,January,1,2761
Nevada,32,2020,February,2,2619
Nevada,32,2020,March,3,2821
Nevada,32,2020,April,4,2669
Nevada,32,2020,May,5,2739
Nevada,32,2020,June,6,2747
Nevada,32,2020,July,7,3070
Nevada,32,2020,August,8,2955
Nevada,32,2020,September,9,2924
Nevada,32,2020,October,10,2910
Nevada,32,2020,November,11,2673
Nevada,32,2020,December,12,2765
New Hampshire,33,2010,January,1,1025
New Hampshire,33,2010,February,2,919
New Hampshire,33,2010,March,3,1089
New Hampshire,33,2010,April,4,1060
New Hampshire,33,2010,May,5,1072
New Hampshire,33,2010,June,6,1137
New Hampshire,33,2010,July,7,1186
New Hampshire,33,2010,August,8,1137
New Hampshire,33,2010,September,9,1068
New Hampshire,33,2010,October,10,1082
New Hampshire,33,2010,November,11,1055
New Hampshire,33,2010,December,12,1044
New Hampshire,33,2011,January,1,999
New Hampshire,33,2011,February,2,990
New Hampshire,33,2011,March,3,1071
New Hampshire,33,2011,April,4,1079
New Hampshire,33,2011,May,5,1114
New Hampshire,33,2011,June,6,1168
New Hampshire,33,2011,July,7,1116
New Hampshire,33,2011,August,8,1146
New Hampshire,33,2011,September,9,1129
New Hampshire,33,2011,October,10,1031
New Hampshire,33,2011,November,11,990
New Hampshire,33,2011,December,12,1018
New Hampshire,33,2012,January,1,894
New Hampshire,33,2012,February,2,937
New Hampshire,33,2012,March,3,959
New Hampshire,33,2012,April,4,1011
New Hampshire,33,2012,May,5,1071
New Hampshire,33,2012,June,6,1066
New Hampshire,33,2012,July,7,1141
New Hampshire,33,2012,August,8,1143
New Hampshire,33,2012,September,9,1071
New Hampshire,33,2012,October,10,1132
New Hampshire,33,2012,November,11,948
New Hampshire,33,2012,December,12,979
New Hampshire,33,2013,January,1,953
New Hampshire,33,2013,February,2,951
New Hampshire,33,2013,March,3,990
New Hampshire,33,2013,April,4,1084
New Hampshire,33,2013,May,5,1102
New Hampshire,33,2013,June,6,1103
New Hampshire,33,2013,July,7,1102
New Hampshire,33,2013,August,8,1095
New Hampshire,33,2013,September,9,1015
New Hampshire,33,2013,October,10,1054
New Hampshire,33,2013,November,11,955
New Hampshire,33,2013,December,12,992
New Hampshire,33,2014,January,1,972
New Hampshire,33,2014,February,2,886
New Hampshire,33,2014,March,3,949
New Hampshire,33,2014,April,4,1001
New Hampshire,33,2014,May,5,1098
New Hampshire,33,2014,June,6,1098
New Hampshire,33,2014,July,7,1132
New Hampshire,33,2014,August,8,1154
New Hampshire,33,2014,September,9,1039
New Hampshire,33,2014,October,10,1009
New Hampshire,33,2014,November,11,972
New Hampshire,33,2014,December,12,992
New Hampshire,33,2015,January,1,1003
New Hampshire,33,2015,February,2,859
New Hampshire,33,2015,March,3,1015
New Hampshire,33,2015,April,4,1068
New Hampshire,33,2015,May,5,1047
New Hampshire,33,2015,June,6,1087
New Hampshire,33,2015,July,7,1125
New Hampshire,33,2015,August,8,1182
New Hampshire,33,2015,September,9,1079
New Hampshire,33,2015,October,10,1031
New Hampshire,33,2015,November,11,1009
New Hampshire,33,2015,December,12,928
New Hampshire,33,2016,January,1,972
New Hampshire,33,2016,February,2,940
New Hampshire,33,2016,March,3,1017
New Hampshire,33,2016,April,4,1054
New Hampshire,33,2016,May,5,996
New Hampshire,33,2016,June,6,1055
New Hampshire,33,2016,July,7,1090
New Hampshire,33,2016,August,8,1114
New Hampshire,33,2016,September,9,1145
New Hampshire,33,2016,October,10,1015
New Hampshire,33,2016,November,11,948
New Hampshire,33,2016,December,12,921
New Hampshire,33,2017,January,1,931
New Hampshire,33,2017,February,2,895
New Hampshire,33,2017,March,3,963
New Hampshire,33,2017,April,4,992
New Hampshire,33,2017,May,5,1086
New Hampshire,33,2017,June,6,1108
New Hampshire,33,2017,July,7,1093
New Hampshire,33,2017,August,8,1088
New Hampshire,33,2017,September,9,1054
New Hampshire,33,2017,October,10,1025
New Hampshire,33,2017,November,11,962
New Hampshire,33,2017,December,12,919
New Hampshire,33,2018,January,1,982
New Hampshire,33,2018,February,2,861
New Hampshire,33,2018,March,3,1011
New Hampshire,33,2018,April,4,993
New Hampshire,33,2018,May,5,1037
New Hampshire,33,2018,June,6,981
New Hampshire,33,2018,July,7,1094
New Hampshire,33,2018,August,8,1099
New Hampshire,33,2018,September,9,1060
New Hampshire,33,2018,October,10,1030
New Hampshire,33,2018,November,11,971
New Hampshire,33,2018,December,12,876
New Hampshire,33,2019,January,1,904
New Hampshire,33,2019,February,2,862
New Hampshire,33,2019,March,3,965
New Hampshire,33,2019,April,4,995
New Hampshire,33,2019,May,5,1020
New Hampshire,33,2019,June,6,986
New Hampshire,33,2019,July,7,1095
New Hampshire,33,2019,August,8,1098
New Hampshire,33,2019,September,9,1009
New Hampshire,33,2019,October,10,1055
New Hampshire,33,2019,November,11,907
New Hampshire,33,2019,December,12,943
New Hampshire,33,2020,January,1,911
New Hampshire,33,2020,February,2,857
New Hampshire,33,2020,March,3,1018
New Hampshire,33,2020,April,4,985
New Hampshire,33,2020,May,5,1010
New Hampshire,33,2020,June,6,1007
New Hampshire,33,2020,July,7,1163
New Hampshire,33,2020,August,8,1054
New Hampshire,33,2020,September,9,1012
New Hampshire,33,2020,October,10,1018
New Hampshire,33,2020,November,11,894
New Hampshire,33,2020,December,12,862
New Jersey,34,2010,January,1,8635
New Jersey,34,2010,February,2,7878
New Jersey,34,2010,March,3,9178
New Jersey,34,2010,April,4,8768
New Jersey,34,2010,May,5,8798
New Jersey,34,2010,June,6,8962
New Jersey,34,2010,July,7,9453
New Jersey,34,2010,August,8,9241
New Jersey,34,2010,September,9,9302
New Jersey,34,2010,October,10,8975
New Jersey,34,2010,November,11,8588
New Jersey,34,2010,December,12,9144
New Jersey,34,2011,January,1,8499
New Jersey,34,2011,February,2,7926
New Jersey,34,2011,March,3,8848
New Jersey,34,2011,April,4,8448
New Jersey,34,2011,May,5,9150
New Jersey,34,2011,June,6,9090
New Jersey,34,2011,July,7,9422
New Jersey,34,2011,August,8,9515
New Jersey,34,2011,September,9,9146
New Jersey,34,2011,October,10,8882
New Jersey,34,2011,November,11,8437
New Jersey,34,2011,December,12,8520
New Jersey,34,2012,January,1,8254
New Jersey,34,2012,February,2,8083
New Jersey,34,2012,March,3,8388
New Jersey,34,2012,April,4,8198
New Jersey,34,2012,May,5,8952
New Jersey,34,2012,June,6,8700
New Jersey,34,2012,July,7,9097
New Jersey,34,2012,August,8,9567
New Jersey,34,2012,September,9,8914
New Jersey,34,2012,October,10,8887
New Jersey,34,2012,November,11,8733
New Jersey,34,2012,December,12,8457
New Jersey,34,2013,January,1,8392
New Jersey,34,2013,February,2,7534
New Jersey,34,2013,March,3,8292
New Jersey,34,2013,April,4,8287
New Jersey,34,2013,May,5,8795
New Jersey,34,2013,June,6,8491
New Jersey,34,2013,July,7,9342
New Jersey,34,2013,August,8,9183
New Jersey,34,2013,September,9,8695
New Jersey,34,2013,October,10,8783
New Jersey,34,2013,November,11,8261
New Jersey,34,2013,December,12,8520
New Jersey,34,2014,January,1,8525
New Jersey,34,2014,February,2,7688
New Jersey,34,2014,March,3,8363
New Jersey,34,2014,April,4,8358
New Jersey,34,2014,May,5,8953
New Jersey,34,2014,June,6,8641
New Jersey,34,2014,July,7,9327
New Jersey,34,2014,August,8,9133
New Jersey,34,2014,September,9,9038
New Jersey,34,2014,October,10,8726
New Jersey,34,2014,November,11,8004
New Jersey,34,2014,December,12,8549
New Jersey,34,2015,January,1,8472
New Jersey,34,2015,February,2,7623
New Jersey,34,2015,March,3,8290
New Jersey,34,2015,April,4,8362
New Jersey,34,2015,May,5,8775
New Jersey,34,2015,June,6,8788
New Jersey,34,2015,July,7,9315
New Jersey,34,2015,August,8,9234
New Jersey,34,2015,September,9,9060
New Jersey,34,2015,October,10,8605
New Jersey,34,2015,November,11,8155
New Jersey,34,2015,December,12,8448
New Jersey,34,2016,January,1,8180
New Jersey,34,2016,February,2,7920
New Jersey,34,2016,March,3,8505
New Jersey,34,2016,April,4,8118
New Jersey,34,2016,May,5,8704
New Jersey,34,2016,June,6,8766
New Jersey,34,2016,July,7,9137
New Jersey,34,2016,August,8,9006
New Jersey,34,2016,September,9,8862
New Jersey,34,2016,October,10,8540
New Jersey,34,2016,November,11,8352
New Jersey,34,2016,December,12,8557
New Jersey,34,2017,January,1,8020
New Jersey,34,2017,February,2,7509
New Jersey,34,2017,March,3,8496
New Jersey,34,2017,April,4,7782
New Jersey,34,2017,May,5,8531
New Jersey,34,2017,June,6,8652
New Jersey,34,2017,July,7,8920
New Jersey,34,2017,August,8,9175
New Jersey,34,2017,September,9,8735
New Jersey,34,2017,October,10,8640
New Jersey,34,2017,November,11,8502
New Jersey,34,2017,December,12,8288
New Jersey,34,2018,January,1,8205
New Jersey,34,2018,February,2,7468
New Jersey,34,2018,March,3,8515
New Jersey,34,2018,April,4,8157
New Jersey,34,2018,May,5,8648
New Jersey,34,2018,June,6,8619
New Jersey,34,2018,July,7,8820
New Jersey,34,2018,August,8,9270
New Jersey,34,2018,September,9,8624
New Jersey,34,2018,October,10,8650
New Jersey,34,2018,November,11,8062
New Jersey,34,2018,December,12,8185
New Jersey,34,2019,January,1,8018
New Jersey,34,2019,February,2,7358
New Jersey,34,2019,March,3,7990
New Jersey,34,2019,April,4,8069
New Jersey,34,2019,May,5,8456
New Jersey,34,2019,June,6,8354
New Jersey,34,2019,July,7,8803
New Jersey,34,2019,August,8,9109
New Jersey,34,2019,September,9,8785
New Jersey,34,2019,October,10,8556
New Jersey,34,2019,November,11,7989
New Jersey,34,2019,December,12,8098
New Jersey,34,2020,January,1,8161
New Jersey,34,2020,February,2,7555
New Jersey,34,2020,March,3,8174
New Jersey,34,2020,April,4,7849
New Jersey,34,2020,May,5,8398
New Jersey,34,2020,June,6,8446
New Jersey,34,2020,July,7,8719
New Jersey,34,2020,August,8,8657
New Jersey,34,2020,September,9,8652
New Jersey,34,2020,October,10,7943
New Jersey,34,2020,November,11,7784
New Jersey,34,2020,December,12,7616
New Mexico,35,2010,January,1,2289
New Mexico,35,2010,February,2,2139
New Mexico,35,2010,March,3,2343
New Mexico,35,2010,April,4,2204
New Mexico,35,2010,May,5,2216
New Mexico,35,2010,June,6,2230
New Mexico,35,2010,July,7,2403
New Mexico,35,2010,August,8,2488
New Mexico,35,2010,September,9,2534
New Mexico,35,2010,October,10,2401
New Mexico,35,2010,November,11,2239
New Mexico,35,2010,December,12,2364
New Mexico,35,2011,January,1,2266
New Mexico,35,2011,February,2,2118
New Mexico,35,2011,March,3,2278
New Mexico,35,2011,April,4,2233
New Mexico,35,2011,May,5,2235
New Mexico,35,2011,June,6,2236
New Mexico,35,2011,July,7,2389
New Mexico,35,2011,August,8,2476
New Mexico,35,2011,September,9,2405
New Mexico,35,2011,October,10,2231
New Mexico,35,2011,November,11,2193
New Mexico,35,2011,December,12,2229
New Mexico,35,2012,January,1,2251
New Mexico,35,2012,February,2,2068
New Mexico,35,2012,March,3,2186
New Mexico,35,2012,April,4,2056
New Mexico,35,2012,May,5,2280
New Mexico,35,2012,June,6,2258
New Mexico,35,2012,July,7,2426
New Mexico,35,2012,August,8,2522
New Mexico,35,2012,September,9,2320
New Mexico,35,2012,October,10,2337
New Mexico,35,2012,November,11,2213
New Mexico,35,2012,December,12,2151
New Mexico,35,2013,January,1,2183
New Mexico,35,2013,February,2,1994
New Mexico,35,2013,March,3,2114
New Mexico,35,2013,April,4,2075
New Mexico,35,2013,May,5,2245
New Mexico,35,2013,June,6,2147
New Mexico,35,2013,July,7,2328
New Mexico,35,2013,August,8,2387
New Mexico,35,2013,September,9,2345
New Mexico,35,2013,October,10,2248
New Mexico,35,2013,November,11,2021
New Mexico,35,2013,December,12,2267
New Mexico,35,2014,January,1,2247
New Mexico,35,2014,February,2,1960
New Mexico,35,2014,March,3,2146
New Mexico,35,2014,April,4,2096
New Mexico,35,2014,May,5,2206
New Mexico,35,2014,June,6,2100
New Mexico,35,2014,July,7,2254
New Mexico,35,2014,August,8,2277
New Mexico,35,2014,September,9,2343
New Mexico,35,2014,October,10,2163
New Mexico,35,2014,November,11,2065
New Mexico,35,2014,December,12,2195
New Mexico,35,2015,January,1,2100
New Mexico,35,2015,February,2,2004
New Mexico,35,2015,March,3,2216
New Mexico,35,2015,April,4,2117
New Mexico,35,2015,May,5,2148
New Mexico,35,2015,June,6,2165
New Mexico,35,2015,July,7,2222
New Mexico,35,2015,August,8,2315
New Mexico,35,2015,September,9,2123
New Mexico,35,2015,October,10,2174
New Mexico,35,2015,November,11,2011
New Mexico,35,2015,December,12,2221
New Mexico,35,2016,January,1,2063
New Mexico,35,2016,February,2,1987
New Mexico,35,2016,March,3,2053
New Mexico,35,2016,April,4,1945
New Mexico,35,2016,May,5,2023
New Mexico,35,2016,June,6,2070
New Mexico,35,2016,July,7,2149
New Mexico,35,2016,August,8,2230
New Mexico,35,2016,September,9,2130
New Mexico,35,2016,October,10,2090
New Mexico,35,2016,November,11,1976
New Mexico,35,2016,December,12,1976
New Mexico,35,2017,January,1,1990
New Mexico,35,2017,February,2,1838
New Mexico,35,2017,March,3,2046
New Mexico,35,2017,April,4,1828
New Mexico,35,2017,May,5,1954
New Mexico,35,2017,June,6,1960
New Mexico,35,2017,July,7,2123
New Mexico,35,2017,August,8,2166
New Mexico,35,2017,September,9,2097
New Mexico,35,2017,October,10,2005
New Mexico,35,2017,November,11,1877
New Mexico,35,2017,December,12,1883
New Mexico,35,2018,January,1,1877
New Mexico,35,2018,February,2,1740
New Mexico,35,2018,March,3,1856
New Mexico,35,2018,April,4,1775
New Mexico,35,2018,May,5,1972
New Mexico,35,2018,June,6,1813
New Mexico,35,2018,July,7,2041
New Mexico,35,2018,August,8,2079
New Mexico,35,2018,September,9,2115
New Mexico,35,2018,October,10,1986
New Mexico,35,2018,November,11,1859
New Mexico,35,2018,December,12,1926
New Mexico,35,2019,January,1,1882
New Mexico,35,2019,February,2,1624
New Mexico,35,2019,March,3,1840
New Mexico,35,2019,April,4,1856
New Mexico,35,2019,May,5,1954
New Mexico,35,2019,June,6,1892
New Mexico,35,2019,July,7,2048
New Mexico,35,2019,August,8,2115
New Mexico,35,2019,September,9,2028
New Mexico,35,2019,October,10,1978
New Mexico,35,2019,November,11,1896
New Mexico,35,2019,December,12,1847
New Mexico,35,2020,January,1,1816
New Mexico,35,2020,February,2,1722
New Mexico,35,2020,March,3,1861
New Mexico,35,2020,April,4,1756
New Mexico,35,2020,May,5,1818
New Mexico,35,2020,June,6,1783
New Mexico,35,2020,July,7,1943
New Mexico,35,2020,August,8,1999
New Mexico,35,2020,September,9,1931
New Mexico,35,2020,October,10,1870
New Mexico,35,2020,November,11,1647
New Mexico,35,2020,December,12,1757
New York,36,2010,January,1,19542
New York,36,2010,February,2,18206
New York,36,2010,March,3,20462
New York,36,2010,April,4,20137
New York,36,2010,May,5,20361
New York,36,2010,June,6,20890
New York,36,2010,July,7,21517
New York,36,2010,August,8,21147
New York,36,2010,September,9,20860
New York,36,2010,October,10,20791
New York,36,2010,November,11,19906
New York,36,2010,December,12,20556
New York,36,2011,January,1,19583
New York,36,2011,February,2,18057
New York,36,2011,March,3,20073
New York,36,2011,April,4,19236
New York,36,2011,May,5,20514
New York,36,2011,June,6,20850
New York,36,2011,July,7,21228
New York,36,2011,August,8,21479
New York,36,2011,September,9,20872
New York,36,2011,October,10,20014
New York,36,2011,November,11,19740
New York,36,2011,December,12,19666
New York,36,2012,January,1,19415
New York,36,2012,February,2,18439
New York,36,2012,March,3,19740
New York,36,2012,April,4,18910
New York,36,2012,May,5,20360
New York,36,2012,June,6,20038
New York,36,2012,July,7,20920
New York,36,2012,August,8,21944
New York,36,2012,September,9,20568
New York,36,2012,October,10,20691
New York,36,2012,November,11,19907
New York,36,2012,December,12,19984
New York,36,2013,January,1,19876
New York,36,2013,February,2,17738
New York,36,2013,March,3,19232
New York,36,2013,April,4,19044
New York,36,2013,May,5,20112
New York,36,2013,June,6,19852
New York,36,2013,July,7,21023
New York,36,2013,August,8,20853
New York,36,2013,September,9,20201
New York,36,2013,October,10,20323
New York,36,2013,November,11,18917
New York,36,2013,December,12,19809
New York,36,2014,January,1,19469
New York,36,2014,February,2,17658
New York,36,2014,March,3,19489
New York,36,2014,April,4,18790
New York,36,2014,May,5,20479
New York,36,2014,June,6,20002
New York,36,2014,July,7,21553
